Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Moeda,Valor,V_m2,cep,latitude,longitude,Point,setor_censo
rua escócia,Pinheiros,São Paulo,330,3,5,5,R$,5200000.0,15757.575757575758,13905113.0,-22.7108377,-46.7846152,POINT (-46.7846152 -22.7108377),
rua adonis,São João Clímaco,São Paulo,120,2,1,2,R$,470000.0,3916.6666666666665,12215480.0,-23.1876173,-45.8665793,POINT (-45.8665793 -23.1876173),
rua doutor elias chaves,Campos Elíseos,São Paulo,530,3,4,6,R$,1300000.0,2452.830188679245,1205010.0,-23.5297305,-46.6493416,POINT (-46.6493416 -23.5297305),355030869000014
rua emboabas,Brooklin Paulista,São Paulo,235,4,1,3,R$,800000.0,3404.255319148936,12950190.0,-23.1450905,-46.5821966,POINT (-46.5821966 -23.1450905),
rua ernesto zuanella,Parque Continental,São Paulo,230,3,4,4,R$,990000.0,4304.347826086957,5327060.0,-23.5456292,-46.7578269,POINT (-46.7578269 -23.5456292),355030841000091
rua horácio bandieri,Jardim Leonor,São Paulo,445,5,4,5,R$,3500000.0,7865.168539325843,5653030.0,-23.6045573,-46.7161472,POINT (-46.7161472 -23.6045573),355030854000015
rua domingos nogueira,Jardim Dracena,São Paulo,70,2,2,2,R$,355000.0,5071.428571428572,5528250.0,-23.5915804,-46.7611523,POINT (-46.7611523 -23.5915804),355030865000057
rua araporé,Jardim Guedala,São Paulo,431,4,7,6,R$,4000000.0,9280.742459396752,5608000.0,-23.5819825,-46.7049998,POINT (-46.7049998 -23.5819825),355030854000123
rua princesa leopoldina,Alto da Lapa,São Paulo,150,3,2,4,R$,1600000.0,10666.666666666666,9911590.0,-23.692809,-46.6102396,POINT (-46.6102396 -23.692809),
rua pereira da nóbrega,Vila Monumento,São Paulo,260,3,1,8,R$,1600000.0,6153.846153846154,1549020.0,-23.576782,-46.6144103,POINT (-46.6144103 -23.576782),355030834000091
rua laplace,Brooklin Paulista,São Paulo,392,4,5,4,R$,4280000.0,10918.367346938776,13484230.0,-22.5508468,-47.4212195,POINT (-47.4212195 -22.5508468),
rua santos torres,Pinheiros,São Paulo,140,2,3,1,R$,1915000.0,13678.57142857143,5415090.0,-23.9665654,-46.3120098,POINT (-46.3120098 -23.9665654),
rua oliveira lima,Cambuci,São Paulo,140,3,3,3,R$,700000.0,5000.0,13091567.0,-22.875377,-47.0266527,POINT (-47.0266527 -22.875377),
rua baltazar gomes de alarcão,Jardim Miriam,São Paulo,335,4,2,3,R$,750000.0,2238.805970149254,4417270.0,-23.681612,-46.636989,POINT (-46.636989 -23.681612),355030822000245
avenida piassanguaba,Planalto Paulista,São Paulo,400,3,4,6,R$,2210000.0,5525.0,4060000.0,-23.6051178,-46.6512517,POINT (-46.6512517 -23.6051178),355030877000128
rua frança júnior,Jardim da Saúde,São Paulo,476,3,3,2,R$,1500000.0,3151.2605042016808,9350235.0,-23.6797832,-46.4375382,POINT (-46.4375382 -23.6797832),
rua félix guilhem,Lapa de Baixo,São Paulo,85,2,1,4,R$,550000.0,6470.588235294118,5069000.0,-23.515458,-46.7062544,POINT (-46.7062544 -23.515458),355030848000062
rua ermelinda americano,Perdizes,São Paulo,200,3,3,2,R$,1500000.0,7500.0,5007050.0,-23.5315784,-46.6780268,POINT (-46.6780268 -23.5315784),355030860000070
rua santo afonso,Penha de França,São Paulo,1100,10,8,10,R$,3500000.0,3181.818181818182,6708395.0,-23.5923919,-46.8437975,POINT (-46.8437975 -23.5923919),
alameda dos piratinins,Planalto Paulista,São Paulo,266,4,4,3,R$,1600000.0,6015.037593984963,4065050.0,-23.6174692,-46.6482719,POINT (-46.6482719 -23.6174692),355030877000067
rua bráz cubas,Aclimação,São Paulo,140,4,2,1,R$,1300000.0,9285.714285714286,9581670.0,-23.6388647,-46.5830654,POINT (-46.5830654 -23.6388647),
rua alberto faria,Alto de Pinheiros,São Paulo,640,4,6,4,R$,6850000.0,10703.125,13073014.0,-22.8886436,-47.0642473,POINT (-47.0642473 -22.8886436),
rua cláudio xavier,Jardim de Lorenzo,São Paulo,170,3,2,5,R$,650000.0,3823.529411764706,3715120.0,-23.5052521,-46.5367785,POINT (-46.5367785 -23.5052521),355030818000094
rua arandu,Brooklin Paulista,São Paulo,430,6,3,3,R$,1800000.0,4186.046511627907,18705570.0,-23.1072154,-48.925516,POINT (-48.925516 -23.1072154),
rua drava,Vila Moinho Velho,São Paulo,300,3,1,6,R$,1450000.0,4833.333333333333,4283000.0,-23.6106564,-46.6046763,POINT (-46.6046763 -23.6106564),355030868000197
rua dom tomás costa e lima,Vila Tramontano,São Paulo,388,3,5,8,R$,4900000.0,12628.865979381444,5692020.0,-23.6184874,-46.7087933,POINT (-46.7087933 -23.6184874),355030883000075
rua martins,Butantã,São Paulo,329,4,2,5,R$,1500000.0,4559.270516717325,12423700.0,-22.9503977,-45.5015128,POINT (-45.5015128 -22.9503977),
rua carlos rodrigues de barros,Parque Edu Chaves,São Paulo,130,3,5,3,R$,584998.0,4499.984615384616,2229020.0,-23.4741268,-46.5724078,POINT (-46.5724078 -23.4741268),355030892000108
praça josé pedro leite cordeiro,Bela Aliança,São Paulo,300,2,3,6,R$,1645000.0,5483.333333333333,5086100.0,-23.5089629,-46.3703935,POINT (-46.3703935 -23.5089629),355030836000216
rua humberto i,Vila Mariana,São Paulo,110,2,2,1,R$,850000.0,7727.272727272727,4018030.0,-23.5802211,-46.6430982,POINT (-46.6430982 -23.5802211),355030890000134
rua josé osvaldo ribeiro,Vila Guilhermina,São Paulo,125,3,2,1,R$,585000.0,4680.0,3543160.0,-23.5375577,-46.5150821,POINT (-46.5150821 -23.5375577),355030891000012
rua acarituba,Santo Amaro,São Paulo,400,4,6,5,R$,3500000.0,8750.0,4713010.0,-23.6536633,-46.7066927,POINT (-46.7066927 -23.6536633),355030871000031
rua jacob maris,Instituto de Previdência,São Paulo,350,3,5,3,R$,980000.0,2800.0,5532000.0,-23.5787629,-46.723569,POINT (-46.723569 -23.5787629),355030812000102
rua luís góis,Mirandópolis,São Paulo,100,4,2,3,R$,650000.0,6500.0,4043000.0,-23.605246,-46.649592,POINT (-46.649592 -23.605246),355030877000156
rua salto grande,Sumaré,São Paulo,130,3,2,2,R$,750000.0,5769.2307692307695,13040001.0,-22.9299933,-47.0690445,POINT (-47.0690445 -22.9299933),
rua doutor nério nunes,Jardim Germânia,São Paulo,300,3,1,5,R$,800000.0,2666.6666666666665,5848030.0,-23.6564265,-46.7592174,POINT (-46.7592174 -23.6564265),355030819000119
rua nebraska,Brooklin Novo,São Paulo,240,4,4,6,R$,2950000.0,12291.666666666666,6852590.0,-23.7027215,-46.8588833,POINT (-46.8588833 -23.7027215),
rua joão maria carmona,Vila Dalila,São Paulo,130,2,2,3,R$,470000.0,3615.3846153846152,3521040.0,-23.5481468,-46.5197799,POINT (-46.5197799 -23.5481468),355030891000048
rua herwis,Vila Ema,São Paulo,160,3,2,4,R$,462770.0,2892.3125,3279000.0,-23.583981,-46.5416822,POINT (-46.5416822 -23.583981),355030872000065
rua república do iraque,Brooklin Paulista,São Paulo,248,3,4,2,R$,2350000.0,9475.806451612903,12216540.0,-23.2004626,-45.8825973,POINT (-45.8825973 -23.2004626),
rua frança carvalho,Alto da Mooca,São Paulo,210,3,3,6,R$,1300000.0,6190.476190476191,3182070.0,-23.5617888,-46.5902361,POINT (-46.5902361 -23.5617888),355030853000013
avenida pascoal da rocha falcão,Jardim Santa Helena,São Paulo,300,4,4,3,R$,990000.0,3300.0,4785000.0,-23.6923813,-46.7136195,POINT (-46.7136195 -23.6923813),355030879000042
rua marina cintra,Jardim Europa,São Paulo,480,4,5,4,R$,5500000.0,11458.333333333334,1446060.0,-23.5762992,-46.6723511,POINT (-46.6723511 -23.5762992),355030862000111
rua batista de oliveira,Vila Formosa,São Paulo,294,2,1,4,R$,1914000.0,6510.2040816326535,3359030.0,-23.5677207,-46.5482469,POINT (-46.5482469 -23.5677207),355030885000019
rua deputado fábio aranha,Pacaembu,São Paulo,447,4,5,4,R$,4000000.0,8948.54586129754,1250060.0,-23.5486129,-46.6709674,POINT (-46.6709674 -23.5486129),355030826000041
rua dos povoadores,Vila Antonina,São Paulo,167,2,2,1,R$,780000.0,4670.65868263473,3412015.0,-23.5572717,-46.5512601,POINT (-46.5512601 -23.5572717),355030885000092
rua maria leonete da silva nóbrega,Vila Ida,São Paulo,270,4,6,5,R$,1950000.0,7222.222222222223,5454010.0,-23.5409834,-46.7092255,POINT (-46.7092255 -23.5409834),355030802000024
rua amaro leite,Socorro,São Paulo,312,3,2,2,R$,760000.0,2435.897435897436,6867570.0,-23.7600812,-46.8139356,POINT (-46.8139356 -23.7600812),
rua doutor jesuíno de abreu,Jardim Morumbi,São Paulo,285,4,5,6,R$,1450000.0,5087.7192982456145,5662010.0,-23.6119461,-46.7231054,POINT (-46.7231054 -23.6119461),355030854000077
rua princesa leopoldina,Alto da Lapa,São Paulo,155,3,2,4,R$,1600000.0,10322.58064516129,9911590.0,-23.692809,-46.6102396,POINT (-46.6102396 -23.692809),
rua pereira da nóbrega,Vila Monumento,São Paulo,265,3,1,8,R$,1600000.0,6037.735849056604,1549020.0,-23.576782,-46.6144103,POINT (-46.6144103 -23.576782),355030834000091
rua laplace,Brooklin Paulista,São Paulo,397,4,5,4,R$,4280000.0,10780.856423173804,13484230.0,-22.5508468,-47.4212195,POINT (-47.4212195 -22.5508468),
rua santos torres,Pinheiros,São Paulo,145,2,3,1,R$,1915000.0,13206.896551724138,5415090.0,-23.9665654,-46.3120098,POINT (-46.3120098 -23.9665654),
rua oliveira lima,Cambuci,São Paulo,145,3,3,3,R$,700000.0,4827.586206896552,13091567.0,-22.875377,-47.0266527,POINT (-47.0266527 -22.875377),
rua baltazar gomes de alarcão,Jardim Miriam,São Paulo,340,4,2,3,R$,750000.0,2205.8823529411766,4417270.0,-23.681612,-46.636989,POINT (-46.636989 -23.681612),355030822000245
avenida piassanguaba,Planalto Paulista,São Paulo,405,3,4,6,R$,2210000.0,5456.79012345679,4060000.0,-23.6051178,-46.6512517,POINT (-46.6512517 -23.6051178),355030877000128
rua frança júnior,Jardim da Saúde,São Paulo,481,3,3,2,R$,1500000.0,3118.5031185031185,9350235.0,-23.6797832,-46.4375382,POINT (-46.4375382 -23.6797832),
rua félix guilhem,Lapa de Baixo,São Paulo,90,2,1,4,R$,550000.0,6111.111111111111,5069000.0,-23.515458,-46.7062544,POINT (-46.7062544 -23.515458),355030848000062
rua ermelinda americano,Perdizes,São Paulo,205,3,3,2,R$,1500000.0,7317.073170731707,5007050.0,-23.5315784,-46.6780268,POINT (-46.6780268 -23.5315784),355030860000070
rua santo afonso,Penha de França,São Paulo,1105,10,8,10,R$,3500000.0,3167.420814479638,6708395.0,-23.5923919,-46.8437975,POINT (-46.8437975 -23.5923919),
alameda dos piratinins,Planalto Paulista,São Paulo,271,4,4,3,R$,1600000.0,5904.059040590406,4065050.0,-23.6174692,-46.6482719,POINT (-46.6482719 -23.6174692),355030877000067
rua bráz cubas,Aclimação,São Paulo,145,4,2,1,R$,1300000.0,8965.51724137931,9581670.0,-23.6388647,-46.5830654,POINT (-46.5830654 -23.6388647),
rua alberto faria,Alto de Pinheiros,São Paulo,645,4,6,4,R$,6850000.0,10620.15503875969,13073014.0,-22.8886436,-47.0642473,POINT (-47.0642473 -22.8886436),
rua cláudio xavier,Jardim de Lorenzo,São Paulo,175,3,2,5,R$,650000.0,3714.285714285714,3715120.0,-23.5052521,-46.5367785,POINT (-46.5367785 -23.5052521),355030818000094
rua arandu,Brooklin Paulista,São Paulo,435,6,3,3,R$,1800000.0,4137.931034482759,18705570.0,-23.1072154,-48.925516,POINT (-48.925516 -23.1072154),
rua drava,Vila Moinho Velho,São Paulo,305,3,1,6,R$,1450000.0,4754.098360655737,4283000.0,-23.6106564,-46.6046763,POINT (-46.6046763 -23.6106564),355030868000197
rua dom tomás costa e lima,Vila Tramontano,São Paulo,393,3,5,8,R$,4900000.0,12468.193384223918,5692020.0,-23.6184874,-46.7087933,POINT (-46.7087933 -23.6184874),355030883000075
rua martins,Butantã,São Paulo,334,4,2,5,R$,1500000.0,4491.017964071856,12423700.0,-22.9503977,-45.5015128,POINT (-45.5015128 -22.9503977),
rua laurindo de brito,Lapa,São Paulo,230,5,4,4,R$,1150000.0,5000.0,5078100.0,-23.5215443,-46.715534,POINT (-46.715534 -23.5215443),355030848000086
rua dom tomás costa e lima,Vila Tramontano,São Paulo,393,3,6,5,R$,4890000.0,12442.748091603053,5692020.0,-23.6184874,-46.7087933,POINT (-46.7087933 -23.6184874),355030883000075
rua dom sebastião do rego,Vila Gumercindo,São Paulo,179,3,2,2,R$,750000.0,4189.944134078212,4129000.0,-23.6040562,-46.6237518,POINT (-46.6237518 -23.6040562),355030827000092
rua miralta,Alto de Pinheiros,São Paulo,534,4,2,4,R$,5500000.0,10299.625468164793,5460020.0,-23.551278,-46.7095063,POINT (-46.7095063 -23.551278),355030802000017
rua nova york,Brooklin Paulista,São Paulo,355,3,1,3,R$,2500000.0,7042.2535211267605,6704415.0,-23.6026684,-46.9194693,POINT (-46.9194693 -23.6026684),
avenida amarilis,Cidade Jardim,São Paulo,845,4,7,8,R$,5900000.0,6982.248520710059,5673030.0,-23.5927163,-46.7030853,POINT (-46.7030853 -23.5927163),355030854000125
rua doutor joão pinheiro,Jardim Paulista,São Paulo,457,5,6,3,R$,6500000.0,14223.194748358863,1429001.0,-23.5744592,-46.6651944,POINT (-46.6651944 -23.5744592),355030845000045
rua joaquim de almeida,Mirandópolis,São Paulo,95,3,1,2,R$,1100000.0,11578.947368421053,16074380.0,-21.1834616,-50.4516585,POINT (-50.4516585 -21.1834616),
rua perucaba,Tatuapé,São Paulo,295,2,3,5,R$,1700000.0,5762.71186440678,3409010.0,-23.5501505,-46.5508521,POINT (-46.5508521 -23.5501505),355030820000064
rua montanaro canavese,Cidade Líder,São Paulo,150,3,2,4,R$,685000.0,4566.666666666667,3580180.0,-23.5557717,-46.4982191,POINT (-46.4982191 -23.5557717),355030824000064
rua paulo orozimbo,Cambuci,São Paulo,120,3,1,1,R$,800000.0,6666.666666666667,1535000.0,-23.5730396,-46.6255657,POINT (-46.6255657 -23.5730396),355030849000047
rua honorato faustino,Alto de Pinheiros,São Paulo,215,3,2,10,R$,3300000.0,15348.837209302326,13401472.0,-22.7133145,-47.6376443,POINT (-47.6376443 -22.7133145),
rua barueri,Vila Carrão,São Paulo,65,2,1,3,R$,480000.0,7384.615384615385,6416060.0,-23.5061801,-46.8794906,POINT (-46.8794906 -23.5061801),
rua messina,Jardim Leonor Mendes de Barros,São Paulo,265,3,5,6,R$,1600000.0,6037.735849056604,13207480.0,-23.2032853,-46.8892133,POINT (-46.8892133 -23.2032853),
rua dos comerciários,Cidade Vargas,São Paulo,422,3,5,6,R$,1300000.0,3080.5687203791467,19816215.0,-22.6622852,-50.4032513,POINT (-50.4032513 -22.6622852),
rua vitor costa,Bosque da Saúde,São Paulo,237,3,4,4,R$,1400000.0,5907.172995780591,4150060.0,-23.6203519,-46.6224964,POINT (-46.6224964 -23.6203519),355030827000003
rua josé ricardo athayde marcondes,Vila Sônia,São Paulo,278,3,5,3,R$,2500000.0,8992.805755395684,5622030.0,-23.5945763,-46.7242982,POINT (-46.7242982 -23.5945763),355030894000098
rua santos dumont,Jardim Petrópolis,São Paulo,572,5,9,4,R$,3490000.0,6101.398601398601,16900061.0,-20.9053701,-51.3839025,POINT (-51.3839025 -20.9053701),
rua jaguanambi,Cidade Jardim,São Paulo,461,4,8,3,R$,2590000.0,5618.22125813449,5672030.0,-23.5897396,-46.6947671,POINT (-46.6947671 -23.5897396),355030854000132
rua albina barbosa,Aclimação,São Paulo,245,4,4,3,R$,1999900.0,8162.857142857143,1530020.0,-23.5686192,-46.6259711,POINT (-46.6259711 -23.5686192),355030849000045
rua silveira sampaio,Fazenda Morumbi,São Paulo,1005,5,7,4,R$,6500000.0,6467.661691542288,7120150.0,-23.4551736,-46.5255253,POINT (-46.5255253 -23.4551736),
rua duílio santo suosso,Jardim Tenani,São Paulo,185,4,5,6,R$,1360000.0,7351.351351351352,4187120.0,-23.6489107,-46.595607,POINT (-46.595607 -23.6489107),355030868000173
rua padre manuel luís de vergueiro,Vila Antonieta,São Paulo,225,3,2,4,R$,500000.0,2222.222222222222,3476000.0,-23.5682118,-46.5096745,POINT (-46.5096745 -23.5682118),355030804000028
rua laiana,Alto de Pinheiros,São Paulo,365,3,7,6,R$,5500000.0,15068.493150684932,5470000.0,-23.540314,-46.7221496,POINT (-46.7221496 -23.540314),355030802000062
rua joazeiro,Sumaré,São Paulo,555,3,7,6,R$,3600000.0,6486.486486486487,1253030.0,-23.5455697,-46.6777155,POINT (-46.6777155 -23.5455697),355030860000017
rua maringá,Perdizes,São Paulo,170,3,3,3,R$,1900000.0,11176.470588235294,6328030.0,-23.528892,-46.8228313,POINT (-46.8228313 -23.528892),
rua godói preto,Brás,São Paulo,185,5,3,5,R$,1600000.0,8648.648648648648,3018020.0,-23.5286589,-46.6101129,POINT (-46.6101129 -23.5286589),355030856000010
rua xerentes,Pompeia,São Paulo,165,3,1,1,R$,1590000.0,9636.363636363636,9185570.0,-23.6853813,-46.5351392,POINT (-46.5351392 -23.6853813),
rua salto grande,Sumaré,São Paulo,135,3,2,2,R$,750000.0,5555.555555555556,13040001.0,-22.9299933,-47.0690445,POINT (-47.0690445 -22.9299933),
rua doutor nério nunes,Jardim Germânia,São Paulo,305,3,1,5,R$,800000.0,2622.9508196721313,5848030.0,-23.6564265,-46.7592174,POINT (-46.7592174 -23.6564265),355030819000119
rua nebraska,Brooklin Novo,São Paulo,245,4,4,6,R$,2950000.0,12040.816326530612,6852590.0,-23.7027215,-46.8588833,POINT (-46.8588833 -23.7027215),
rua joão maria carmona,Vila Dalila,São Paulo,135,2,2,3,R$,470000.0,3481.4814814814813,3521040.0,-23.5481468,-46.5197799,POINT (-46.5197799 -23.5481468),355030891000048
rua herwis,Vila Ema,São Paulo,165,3,2,4,R$,462770.0,2804.6666666666665,3279000.0,-23.583981,-46.5416822,POINT (-46.5416822 -23.583981),355030872000065
rua república do iraque,Brooklin Paulista,São Paulo,253,3,4,2,R$,2350000.0,9288.537549407114,12216540.0,-23.2004626,-45.8825973,POINT (-45.8825973 -23.2004626),
rua frança carvalho,Alto da Mooca,São Paulo,215,3,3,6,R$,1300000.0,6046.511627906977,3182070.0,-23.5617888,-46.5902361,POINT (-46.5902361 -23.5617888),355030853000013
avenida pascoal da rocha falcão,Jardim Santa Helena,São Paulo,305,4,4,3,R$,990000.0,3245.901639344262,4785000.0,-23.6923813,-46.7136195,POINT (-46.7136195 -23.6923813),355030879000042
rua marina cintra,Jardim Europa,São Paulo,485,4,5,4,R$,5500000.0,11340.20618556701,1446060.0,-23.5762992,-46.6723511,POINT (-46.6723511 -23.5762992),355030862000111
rua batista de oliveira,Vila Formosa,São Paulo,299,2,1,4,R$,1914000.0,6401.337792642141,3359030.0,-23.5677207,-46.5482469,POINT (-46.5482469 -23.5677207),355030885000019
rua deputado fábio aranha,Pacaembu,São Paulo,452,4,5,4,R$,4000000.0,8849.557522123894,1250060.0,-23.5486129,-46.6709674,POINT (-46.6709674 -23.5486129),355030826000041
rua dos povoadores,Vila Antonina,São Paulo,172,2,2,1,R$,780000.0,4534.883720930233,3412015.0,-23.5572717,-46.5512601,POINT (-46.5512601 -23.5572717),355030885000092
rua maria leonete da silva nóbrega,Vila Ida,São Paulo,275,4,6,5,R$,1950000.0,7090.909090909091,5454010.0,-23.5409834,-46.7092255,POINT (-46.7092255 -23.5409834),355030802000024
rua amaro leite,Socorro,São Paulo,317,3,2,2,R$,760000.0,2397.4763406940065,6867570.0,-23.7600812,-46.8139356,POINT (-46.8139356 -23.7600812),
rua doutor jesuíno de abreu,Jardim Morumbi,São Paulo,290,4,5,6,R$,1450000.0,5000.0,5662010.0,-23.6119461,-46.7231054,POINT (-46.7231054 -23.6119461),355030854000077
avenida lasar segall,Vila Celeste,São Paulo,460,3,4,2,R$,772000.0,1678.2608695652175,2543010.0,-23.5946865,-46.6355963,POINT (-46.6355963 -23.5946865),355030890000058
rua eusébio de paula marcondes,Rio Pequeno,São Paulo,120,2,1,2,R$,350000.0,2916.6666666666665,5398020.0,-23.5738816,-46.7764915,POINT (-46.7764915 -23.5738816),355030867000101
rua campina da taborda,Planalto Paulista,São Paulo,350,3,4,2,R$,1800000.0,5142.857142857143,4069050.0,-23.6230674,-46.6450796,POINT (-46.6450796 -23.6230674),355030877000065
rua dona balduína,Sumaré,São Paulo,320,4,7,3,R$,3200000.0,10000.0,1251020.0,-23.5478751,-46.675755,POINT (-46.675755 -23.5478751),355030860000054
rua doutor paulo queiroz,Jardim Nove de Julho,São Paulo,520,3,2,2,R$,450000.0,865.3846153846154,3951090.0,-23.5899584,-46.4855888,POINT (-46.4855888 -23.5899584),355030873000064
rua ajuritiba,Jardim Oriental,São Paulo,90,2,1,6,R$,500000.0,5555.555555555556,4348170.0,-23.6423462,-46.652092,POINT (-46.652092 -23.6423462),355030838000131
rua gomes nogueira,Vila São José (Ipiranga),São Paulo,144,3,1,2,R$,850000.0,5902.777777777777,4265010.0,-23.5862378,-46.615469,POINT (-46.615469 -23.5862378),355030834000041
rua muribeca,Cidade Jardim,São Paulo,450,4,2,3,R$,3500000.0,7777.777777777777,7273330.0,-23.4629774,-46.4162464,POINT (-46.4162464 -23.4629774),
rua constantino fraga,Vila Leopoldina,São Paulo,140,2,1,3,R$,850000.0,6071.428571428572,17202370.0,-22.3009759,-48.5544393,POINT (-48.5544393 -22.3009759),
rua mourato coelho,Pinheiros,São Paulo,133,6,2,1,R$,1390000.0,10451.127819548872,6727130.0,-23.6733246,-47.0226916,POINT (-47.0226916 -23.6733246),
rua engenheiro sá rocha,Vila Ida,São Paulo,495,5,5,10,R$,2400000.0,4848.484848484848,5454020.0,-23.5426388,-46.7112792,POINT (-46.7112792 -23.5426388),355030802000006
rua tanabi,Água Branca,São Paulo,143,3,3,1,R$,1200000.0,8391.608391608392,16056625.0,-21.1899399,-50.4334294,POINT (-50.4334294 -21.1899399),
rua heitor peixoto,Cambuci,São Paulo,180,5,2,4,R$,991000.0,5505.555555555556,1543000.0,-23.5751117,-46.6230726,POINT (-46.6230726 -23.5751117),355030814000037
rua marquês de maricá,Sacomã,São Paulo,100,5,3,5,R$,1200000.0,12000.0,13219020.0,-23.1910841,-46.8661397,POINT (-46.8661397 -23.1910841),
